Gene Symbol	Gene ID	
TOB2P1	222699	
ENAH	55740	
FOXD4L3	286380	
ZNF667	63934	
GIPR	2696	
KRTAP26-1	388818	
SKA1	220134	
HUS1B	135458	
EPHA6	285220	
TMEM161A	54929	
RBM3	5935	
GSDMB	55876	
ANKK1	255239	
H6PD	9563	
CYSLTR1	10800	
HMGN1	3150	
MVP	9961	
NGEF	25791	
CACNB2	783	
RPUSD3	285367	
PMS2CL	441194	
MAGOHB	55110	
TPM1	7168	
DNAJB13	374407	
PCYT1B	9468	
GNG7	2788	
TNFSF15	9966	
ZNF544	27300	
GTSE1	51512	
TFAP2A	7020	
MRPL22	29093	
FANCG	2189	
LINC01398	101929651	
WWP2	11060	
MUC4	4585	
ARRB2	409	
GAS2L3	283431	
RBBP6	5930	
WDR44	54521	
COX17	10063	
RGN	9104	
TRAPPC2B	10597	
MBNL1	4154	
TSPYL2	64061	
CHAC1	79094	
DSTN	11034	
N4BP2	55728	
DPPA3	359787	
DMP1	1758	
DEFB127	140850	
N4BP2L2	10443	
S100A13	6284	
SLC23A3	151295	
GPR62	118442	
COL19A1	1310	
C6orf52	347744	
PAK5	57144	
CSRP3	8048	
PMS2CL	441194	
BRF2	55290	
MADD	8567	
TTTY6	84672	
MOSPD3	64598	
TEAD4	7004	
HOXC13	3229	
CCM2	83605	
GLYCAM1	644076	
KRT71	112802	
KCNIP3	30818	
SLITRK5	26050	
DPYSL5	56896	
PWWP2B	170394	
GTF2IP1	2970	
NCR3	259197	
ZNF396	252884	
SYNGR2	9144	
THNSL1	79896	
MUC4	4585	
SPG21	51324	
MCRIP1	348262	
SLC15A2	6565	
CCND1	595	
MDM1	56890	
APAF1	317	
HIST1H4K	-	
AMDHD2	51005	
SMN1	6606	
SDK1	221935	
PCDHAC1	56135	
HDDC2	51020	
CARD8	22900	
LRRC36	55282	
ACKR1	2532	
FZD1	8321	
SLC16A12	387700	
LRRFIP2	9209	
SAPCD2	89958	
NPEPPS	9520	
PAX3	5077	
ARHGEF11	9826	
NOP58	51602	
LINC00599	-	
SLC8A3	6547	
GPM6A	2823	
IPO9	55705	
SPTB	6710	
MATN4	8785	
CYP4F2	8529	
LECT1	-	
TMPRSS6	164656	
KRTAP4-1	85285	
UGT3A1	133688	
ZAR1L	646799	
WFDC8	90199	
GRIN1	2902	
IL15RA	3601	
SCG5	6447	
TCEB3C	-	
ARNT2	9915	
LRFN4	78999	
LOC105370987	105370987	
FBXL15	79176	
DHX15	1665	
TAF1	6872	
LOC105374820	105374820	
FAM47B	170062	
CD9	928	
SART3	9733	
AIM2	9447	
ZNF626	199777	
PYHIN1	149628	
LOC100505715	100505715	
SH3YL1	26751	
MTA2	9219	
CCNB1	891	
KLHL7	55975	
LINC00603	102467077	
COQ6	51004	
NBPF9	400818	
TNFSF12-TNFSF13	407977	
MAN1C1	57134	
EXD1	161829	
ARF1	375	
DPH7	92715	
HIPK1	204851	
LINC00853	100874253	
CARD11	84433	
ZNF7	7553	
LOC102724096	102724096	
USP9X	8239	
OR11A1	26531	
RNF207	388591	
SDHAP3	728609	
PCDHA3	56145	
SMN2	6607	
OR6K6	128371	
FOXO3	2309	
MED14	9282	
TRIM16	10626	
SDHAF3	57001	
LINC01101	84931	
COX6C	1345	
PROSC	11212	
CSTA	1475	
DPRXP4	503645	
GLUL	2752	
LOC105370613	105370613	
FHL3	2275	
PER1	5187	
GPD2	2820	
HAUS3	79441	
SIAH3	283514	
DDX17	10521	
LOC286154	-	
C2orf81	388963	
TMEM129	92305	
LIPK	643414	
MEPE	56955	
MANEA	79694	
ECE2	9718	
SLC22A8	9376	
SCPEP1	59342	
ALDOA	226	
FAM64A	54478	
ACRBP	84519	
THADA	63892	
PPFIA1	8500	
CAPZB	832	
ELP5	23587	
PLK4	10733	
PCDH11Y	83259	
C17orf102	400591	
CASP1	834	
TCF7	6932	
RIT2	6014	
LNPK	80856	
OR10G4	390264	
SIGMAR1	10280	
HERPUD2	64224	
NPIPB3	23117	
HIST1H4B	-	
C1QL2	165257	
IL7	3574	
PPP2R2D	55844	
CHRNA1	1134	
PSMC3	5702	
TROVE2	6738	
AMOTL1	154810	
ZBTB7A	51341	
CLDN15	24146	
NDUFB2	4708	
SIRT2	22933	
CCNYL1	151195	
SPTB	6710	
GRAMD4	23151	
CCL21	6366	
TMEM198B	440104	
ZNF345	25850	
TDG	6996	
MRPL9	65005	
KRT2	3849	
MTSS1	9788	
DNAJC17	55192	
MRPL13	28998	
SLC15A3	51296	
C20orf181	100128998	
OR7E91P	79315	
FAIM	55179	
PABPC5	140886	
ICAM4	3386	
ZNF552	79818	
CENPH	64946	
TMA7	51372	
EXD2	55218	
TSHR	7253	
MRPL46	26589	
CAV3	859	
LINC00940	100271702	
SFPQ	6421	
TCEAL2	140597	
PITPNA	5306	
AK5	26289	
FAM220A	84792	
FCN3	8547	
BRI3	25798	
METTL21C	196541	
SDR16C5	195814	
FCGR1B	2210	
C1orf210	149466	
ZNF562	54811	
TMEM8B	51754	
TNRC6A	27327	
RFC4	5984	
SATB2	23314	
MMP23B	8510	
CTNNAL1	8727	
ZNF681	148213	
MFN1	55669	
KRIT1	889	
MRAP2	112609	
WASH3P	374666	
IGBP1	3476	
SEC62	7095	
YIPF4	84272	
RCOR3	55758	
DPP10-AS3	101927591	
EEF1E1	9521	
ANP32C	23520	
LINC01350	101929093	
TINF2	26277	
NFATC4	4776	
CTAG1B	1485	
SMAD1	4086	
LRRC4	64101	
LRRCC1	85444	
ABR	29	
BLNK	29760	
WWC2	80014	
MARCH10	-	
BATF2	116071	
ERAP1	51752	
BEST3	144453	
TSGA10	80705	
CYP2C8	1558	
DEFB126	81623	
ITCH-IT1	100874302	
UQCR10	29796	
FANCD2	2177	
UBE2A	7319	
PAK4	10298	
SPANXN4	441525	
LINC01568	100506172	
UCN	7349	
FNDC11	79025	
APMAP	57136	
PDYN	5173	
CSN3	1448	
IFRD2	7866	
ARHGEF17	9828	
FAM3B	54097	
DHRS12	79758	
PLA2G1B	5319	
VMAC	400673	
RPL26	6154	
CD58	965	
BMP2K	55589	
RNF24	11237	
ANAPC4	29945	
ZNF101	94039	
SPOCK2	9806	
EED	8726	
SH2D2A	9047	
PHF1	5252	
STK26	51765	
TPRX1	284355	
AP5M1	55745	
CCDC169	728591	
ATXN7L3	56970	
RECQL	5965	
UNCX	340260	
AZIN1	51582	
ZC4H2	55906	
MSL3P1	151507	
TBX10	347853	
BAG4	9530	
ACSM5	54988	
OR4F21	441308	
SIAH1	6477	
POU3F2	5454	
NADK2	133686	
LINC00382	101927195	
CPNE6	9362	
PRPF31	26121	
KCNQ3	3786	
RORA	6095	
SLC3A2	6520	
PRAMEF1	65121	
OR51S1	119692	
PPP1R2P9	-	
ASMTL	8623	
METTL13	51603	
UQCR10	29796	
ATP2A1	487	
NME8	51314	
UBE3C	9690	
CTU2	348180	
TMEM55A	-	
HTATSF1	27336	
SMARCA5	8467	
RASA2	5922	
THEM4	117145	
PML	5371	
GEMIN7	79760	
ARTN	9048	
HCST	10870	
ATP13A4	84239	
USH2A	7399	
UBE2W	55284	
PLA2G5	5322	
SLC16A13	201232	
SPIC	121599	
GH1	2688	
ATR	545	
ACSM5	54988	
FAM104B	90736	
KCNH7	90134	
CLVS1	157807	
PTF1A	256297	
PUS7L	83448	
JAZF1	221895	
LOC101929282	-	
ZNF226	7769	
RGL4	266747	
LRRC34	151827	
YKT6	10652	
ZNF485	220992	
WDR78	79819	
ISLR	3671	
FBXO33	254170	
TRH	7200	
RASSF10	644943	
CLEC4GP1	440508	
LRRC37A2	474170	
BCKDHB	594	
YOD1	55432	
POLR3GL	84265	
LOC100506274	100506274	
SYPL1	6856	
FAM134B	-	
FGF23	8074	
FMR1NB	158521	
ENKUR	219670	
NETO2	81831	
TAF1A	9015	
SCN9A	6335	
NEK10	152110	
CALML4	91860	
CARF	79800	
CHAF1A	10036	
TIMM8B	26521	
TROVE2	6738	
TIMM23	100287932	
RAB3C	115827	
ILF3	3609	
ESM1	11082	
FBXO31	79791	
MED9	55090	
TEF	7008	
OR2J3	442186	
TSPAN17	26262	
CAMK2D	817	
TTTY23B	100101121	
SLC35C2	51006	
CDK18	5129	
KIFC2	90990	
MARCH2	-	
ADGRF2	222611	
GABRE	2564	
AGPAT4-IT1	79992	
PPFIBP1	8496	
NDUFA10	4705	
TATDN1	83940	
MARK2	2011	
HNRNPA3P1	10151	
CCDC181	57821	
SEC23B	10483	
WWP2	11060	
DLG4	1742	
PLPP1	8611	
OR2M3	127062	
PMS1	5378	
SCLY	51540	
PTPN22	26191	
RAD18	56852	
NOBOX	135935	
GFAP	2670	
CALML3	810	
TREX2	11219	
NGLY1	55768	
ZNF669	79862	
KLK11	11012	
UNC119	9094	
CNOT4	4850	
TTN	7273	
NSL1	25936	
KBTBD13	390594	
PPP1R2P3	-	
IFNA5	3442	
GHR	2690	
LOC100996342	-	
ZNF778	197320	
EEF1E1	9521	
PTK2	5747	
PEPD	5184	
FSTL4	23105	
SSSCA1	-	
QSOX1	5768	
DXO	1797	
LRIT3	345193	
COX15	1355	
SH3GLB1	51100	
PRPF4B	8899	
FAM196A	-	
TMEM80	283232	
LOC340107	-	
LOC101928370	101928370	
GNA12	2768	
TLR6	10333	
GLIPR1L1	256710	
KRTAP12-3	386683	
ARHGAP20	57569	
INPP4A	3631	
MGP	4256	
NCKAP5	344148	
FAM83A-AS1	100131726	
NCOA5	57727	
NEK11	79858	
SLC39A3	29985	
GUCY2C	2984	
CYP39A1	51302	
PMCHL1	5369	
TBC1D25	4943	
APBB1	322	
PAAF1	80227	
ADAMTS18	170692	
ZNF19	7567	
ILK	3611	
PTPN4	5775	
SKP1	6500	
GIMAP5	55340	
GLOD5	392465	
RCN3	57333	
ABCA9	10350	
ARMCX1	51309	
DNAJC13	23317	
MATN1	4146	
ITIH5	80760	
PPM1A	5494	
GGT5	2687	
ATL1	51062	
PCDHGC3	5098	
FAM8A1	51439	
SRCIN1	80725	
USP47	55031	
DST	667	
WDR87	83889	
PTPRC	5788	
CNEP1R1	255919	
CAMK2D	817	
TMEM232	642987	
DRC7	84229	
LOC105375218	105375218	
RERE	473	
RHOBTB1	9886	
MIER1	57708	
TMEM97	27346	
HUNK-AS1	106144524	
TBC1D28	254272	
NEB	4703	
SMAD4	4089	
MAGEB1	4112	
PPP2R5C	5527	
ARID5B	84159	
NAV2-IT1	100874305	
APC	324	
SMCHD1	23347	
LOC101929538	101929538	
SP4	6671	
RNF169	254225	
IL12RB1	3594	
TUBGCP2	10844	
LOC105373460	-	
KCNIP4	80333	
ANGPT4	51378	
C6orf223	221416	
OTOA	146183	
SERPINB2	5055	
PIK3R1	5295	
ITGB1	3688	
STAT4	6775	
LOC101928591	-	
GABRB2	2561	
MNS1	55329	
MYRIP	25924	
GPRC5A	9052	
SNX19	399979	
ZNF549	256051	
SLC5A5	6528	
MAFG	4097	
SAP130	79595	
KLRC1	3821	
SFMBT1	51460	
RBBP6	5930	
CLDND1	56650	
TUB	7275	
DISP1	84976	
RANBP10	57610	
SYN1	6853	
TP53I3	9540	
SNX9	51429	
LDHC	3948	
DCAF12L2	340578	
TFDP1	7027	
FBXO40	51725	
RASA1	5921	
CYB561	1534	
NRGN	4900	
PARL	55486	
TRAF2	7186	
TMEM63C	57156	
WDR37	22884	
SASS6	163786	
PGPEP1L	145814	
ARHGDIB	397	
RPL8	6132	
KBTBD2	25948	
CYS1	192668	
SFTPA1	653509	
EHMT1	79813	
FAM173B	-	
LOC100506271	100506271	
POTED	317754	
GAS2L2	246176	
C11orf54	28970	
ZNF222	7673	
C9orf163	158055	
CENPI	2491	
ATP2A3	489	
ACAP3	116983	
P2RY6	5031	
ANKRD28	23243	
HIST1H3A	-	
FLG	2312	
FAM207A	85395	
OR10K2	391107	
OR51E1	143503	
PIK3C2B	5287	
NAT9	26151	
TM2D2	83877	
SCN1A	6323	
TRPC2	7221	
ZNF786	136051	
NKX6-2	84504	
CLEC12A	160364	
MAGED1	9500	
ACTR3B	57180	
HCRT	3060	
PPFIA1	8500	
DPY19L4	286148	
EIF2A	83939	
GBP5	115362	
SMTNL2	342527	
RAB5B	5869	
TAF5	6877	
POLR3A	11128	
ZNF708	7562	
RAB11A	8766	
TUBD1	51174	
GDAP1	54332	
OR8J1	219477	
MZB1	51237	
ANKFY1	51479	
QRICH1	54870	
LOC100286906	100286906	
CAPN10	11132	
NEUROG3	50674	
TMEM44	93109	
EXOSC5	56915	
CYP11B2	1585	
TAS2R46	259292	
MT1M	4499	
MTMR3	8897	
SLC35G3	146861	
NPHP1	4867	
XPOT	11260	
SOX18	54345	
TMEM225	338661	
KCNJ5	3762	
AP2M1	1173	
CCR9	10803	
NSUN2	54888	
SLC38A10	124565	
FMNL3	91010	
NET1	10276	
WTAP	9589	
TRO	7216	
ADORA2A	135	
ZNF429	353088	
PTEN	5728	
MROH9	80133	
SNRPN	6638	
TRHDE	29953	
TMCC3	57458	
FAM122B	-	
LOC102724804	102724804	
DNAJC21	134218	
CDKN2C	1031	
LOC100240735	100240735	
OSGEP	55644	
PLEC	5339	
LOC102724502	-	
REG3A	5068	
ATP1B4	23439	
APOL5	80831	
MIPOL1	145282	
POLDIP3	84271	
DEAF1	10522	
CCER1	196477	
FOCAD	54914	
LARP4B	23185	
EYA2	2139	
ECI2	10455	
BRS3	680	
SFSWAP	6433	
THBS3	7059	
WWC1	23286	
SFXN4	119559	
TRIM26	7726	
DGAT2	84649	
ZBTB20	26137	
MYH15	22989	
TMEM119	338773	
ZNF618	114991	
MAGEB10	139422	
MCM5	4174	
PCDHGA11	56105	
DYNC1LI2	1783	
CCNF	899	
CDRT1	374286	
TDRG1	732253	
RGS10	6001	
PTP4A3	11156	
TTK	7272	
PBX2	5089	
ZNF595	152687	
DYNC2LI1	51626	
C21orf91	54149	
MTHFS	10588	
RHOA	387	
KNSTRN	90417	
CAPN10	11132	
HBBP1	3044	
CRISP2	7180	
ATP4B	496	
OR10G7	390265	
ATAD5	79915	
LOC389199	389199	
LINC01170	103724389	
WHSC1	7468	
FXYD7	53822	
CCDC149	91050	
AKAP7	9465	
WDR18	57418	
C16orf90	646174	
FGF12	2257	
PCDH7	5099	
SLC43A3	29015	
BTNL3	10917	
CCDC7	79741	
GGT3P	2679	
CNGB3	54714	
TFAP2D	83741	
HNMT	3176	
LPCAT1	79888	
PDE8A	5151	
FAM149A	25854	
BOLA2	552900	
SYT4	6860	
DSC2	1824	
BDKRB1	623	
UBE2W	55284	
KIRREL3-AS2	100874251	
PRDX4	10549	
NEDD9	4739	
INS-IGF2	723961	
IL10RB	3588	
PDCD6IP	10015	
PLA2G6	8398	
SET	6418	
KCNS2	3788	
USP50	373509	
MINPP1	9562	
CLPTM1L	81037	
VPS45	11311	
CDKN2C	1031	
PSMD14	10213	
NEK3	4752	
E2F1	1869	
PDXDC2P	109731405	
TOR1AIP2	163590	
APAF1	317	
TMEM57	-	
TPM1	7168	
LINC00159	100551499	
SLC30A8	169026	
MAGEA12	4111	
TGFB1I1	7041	
ATXN3L	92552	
GNA13	10672	
RFESD	317671	
BTN2A2	10385	
LOC101927526	-	
NBPF10	100132406	
ZNF267	10308	
LOC100506136	-	
DLL4	54567	
LIMS1	3987	
STX5	6811	
CDC34	997	
C11orf63	-	
DNASE1L1	1774	
MYH14	79784	
AMY2A	279	
LNPEP	4012	
NR2E3	10002	
PDK1	5163	
TTTY9B	425057	
EFCAB2	84288	
TMPRSS11B	132724	
UPF2	26019	
IQCD	115811	
AGAP1	116987	
ZSCAN5A	79149	
PDE4C	5143	
SKI	6497	
LOC284648	-	
FBXO9	26268	
IL17RE	132014	
FUT9	10690	
ATF7IP	55729	
TDGF1P3	6998	
EQTN	54586	
APTX	54840	
CYP19A1	1588	
TMEM8A	-	
NFIB	4781	
CCDC116	164592	
RIOK3	8780	
KLHL2	11275	
MRGPRX4	117196	
SNX24	28966	
SLC26A4	5172	
ZBTB43	23099	
RNF6	6049	
PTRHD1	391356	
PPIE	10450	
COX6B2	125965	
SPATA33	124045	
LOC220729	-	
FLJ32742	-	
DPP6	1804	
BACH2	60468	
EAPP	55837	
ZNF474	133923	
STMND1	401236	
EPS8	2059	
PHLPP1	23239	
FKBP4	2288	
WBP1	23559	
CCL24	6369	
ADAMTS17	170691	
ZNF436	80818	
CDC42BPA	8476	
EVI2B	2124	
HNRNPC	3183	
DIRC3	729582	
SCYL2	55681	
EXOSC1	51013	
SALL4	57167	
SEMA3B	7869	
TRMT10C	54931	
PTP4A3	11156	
SERINC3	10955	
GNAI1	2770	
DND1	373863	
HECW1-IT1	100127950	
RAB13	5872	
GTF2B	2959	
OR5P2	120065	
OR4N2	390429	
PIEZO2	63895	
NT5C3A	51251	
DEPDC5	9681	
CCDC25	55246	
WISP3	8838	
TMEM184C	55751	
CCDC53	-	
TRIM73	375593	
CACNB2	783	
DNAAF5	54919	
STAG3	10734	
CLSPN	63967	
GPR21	2844	
FGA	2243	
KIR2DL5A	57292	
CYB5R2	51700	
OGN	4969	
IL10RB	3588	
POGK	57645	
SLC26A1	10861	
COL6A2	1292	
DEFB124	245937	
ABL1	25	
OGFOD3	79701	
AIFM2	84883	
SH3PXD2B	285590	
JPH2	57158	
PHB	5245	
NCKIPSD	51517	
SF3B4	10262	
FGF13	2258	
GHSR	2693	
ERLIN2	11160	
CLUL1	27098	
ALDH1L2	160428	
RNF212	285498	
MMP17	4326	
TTTY21	252953	
KIF3C	3797	
TRMT2A	27037	
DUSP2	1844	
FKBP2	2286	
FAM207A	85395	
SRSF10	10772	
SPATA2	9825	
FZD7	8324	
DCAF6	55827	
COG6	57511	
CD109	135228	
TSGA10	80705	
LENG8	114823	
OAZ1	4946	
CYP11A1	1583	
NKIRAS2	28511	
EEFSEC	60678	
TSC22D4	81628	
ZNF333	84449	
NT5C3B	115024	
TGM5	9333	
NTRK3	4916	
LINC00051	619434	
TBX1	6899	
OPRL1	4987	
TMLHE	55217	
TBC1D10B	26000	
CAPSL	133690	
P2RY8	286530	
DTX2	113878	
ZNF337	26152	
UBD	10537	
TNFRSF10B	8795	
AKAP14	158798	
APLN	8862	
WDR19	57728	
C1orf198	84886	
LMAN2	10960	
AP1S1	1174	
STMN1	3925	
HTR7	3363	
ACVR2A	92	
MS4A5	64232	
DEFA3	1668	
KRT39	390792	
OR2AK2	391191	
RPL11	6135	
ASTL	431705	
LOC101927960	101927960	
IL33	90865	
M6PR	4074	
N4BP3	23138	
KIF2B	84643	
LRRC8C	84230	
PLCD3	113026	
MYO15A	51168	
MAGEA1	4100	
F8A3	474384	
ACLY	47	
FAM47B	170062	
LOC101927691	101927691	
NAMA	100996569	
C9orf106	414318	
DEFB131	-	
FOXL2	668	
CD36	948	
SEPT1	-	
PIGX	54965	
UQCC1	55245	
SCAMP5	192683	
POU6F2	11281	
CCR6	1235	
RSRC1	51319	
GDF11	10220	
NPIPB3	23117	
CYB5R3	1727	
TIPIN	54962	
HARS2	23438	
PRAMEF9	343070	
TVP23C	201158	
FLCN	201163	
NLRP14	338323	
SAA2	6289	
LCOR	84458	
PDLIM7	9260	
CALB1	793	
ARSF	416	
MAPK9	5601	
ZNF536	9745	
TAB3	257397	
TSPYL5	85453	
BOLL	66037	
UBQLN2	29978	
ODF1	4956	
PAX2	5076	
PSMD6	9861	
PTGDS	5730	
SMCO3	440087	
KAZALD1	81621	
NDRG2	57447	
FAM83A	84985	
DDX4	54514	
NQO2	4835	
CAPN3	825	
TPST1	8460	
SLC50A1	55974	
DDX19A	55308	
ONECUT2	9480	
ASIC5	51802	
VCX2	51480	
LSM12	124801	
FOXD4L1	200350	
MLH1	4292	
AJUBA	84962	
CHRNA2	1135	
NF2	4771	
DBH	1621	
GJC1	10052	
DEF8	54849	
CCDC30	728621	
CPA2	1358	
HYAL1	3373	
LKAAEAR1	198437	
ACKR4	51554	
SLC6A9	6536	
VLDLR	7436	
SLITRK1	114798	
CHMP3	51652	
DEFB105A	245908	
ZNF23	7571	
OR7C1	26664	
SOX1	6656	
SLBP	7884	
IFITM4P	340198	
OR51F2	119694	
MBD3L5	284428	
INS	3630	
USP42	84132	
C8orf34	116328	
DBI	1622	
RABGEF1	27342	
PHF11	51131	
NFIC	4782	
NR4A2	4929	
NARS	-	
DAZAP1	26528	
ZNF155	7711	
TEX9	374618	
GDPD2	54857	
LOC154761	154761	
PTGS2	5743	
KPNA4	3840	
DDX47	51202	
MYBPC1	4604	
SIPA1L1	26037	
ZNF174	7727	
FAM133B	257415	
SLC17A4	10050	
PTPRS	5802	
LUC7L	55692	
BASP1	10409	
C10orf120	399814	
COL22A1	169044	
PMEL	6490	
MFSD14A	64645	
NUDT18	79873	
CPED1	79974	
IL17RC	84818	
SYCP2L	221711	
RAB5C	5878	
NOL4	8715	
NCBP2	22916	
GP2	2813	
YBEY	54059	
OR4M2	390538	
RTKN2	219790	
PLPP3	8613	
NHS	4810	
DSG1	1828	
AKAP14	158798	
ZNF160	90338	
CRK	1398	
RGPD5	84220	
IPO5	3843	
PCBP3	54039	
TRPM7	54822	
GNB4	59345	
SORBS3	10174	
HPR	3250	
SDHAF4	135154	
EDRF1	26098	
CNIH2	254263	
ADGRA1	84435	
MRPS35	60488	
XYLT1	64131	
SH2D3A	10045	
RFNG	5986	
MASP1	5648	
ADGRF1	266977	
KBTBD12	166348	
SHCBP1	79801	
CCL3L1	6349	
CSTF1	1477	
LOC101928135	101928135	
PCDHGA11	56105	
SERPINI1	5274	
SPATA6	54558	
C7orf62	-	
OR4M2	390538	
DNAH6	1768	
ZNF521	25925	
ACPT	-	
UBL7	84993	
SDHAP1	255812	
AFF1	4299	
MACROD2-IT1	140848	
SSX4B	548313	
HACD3	51495	
TARBP2	6895	
PARTICL	100630918	
TMEM200B	399474	
OPRM1	4988	
FGF8	2253	
ZNF106	64397	
MREG	55686	
LOC100506107	-	
C6orf222	389384	
STRN4	29888	
YIF1B	90522	
FAM13A	10144	
LOC105372762	105372762	
CT45A5	441521	
CCS	9973	
RARB	5915	
PSMB8	5696	
C14orf39	317761	
TMEM200C	645369	
DHRS4L2	317749	
TIGIT	201633	
LOC102467079	-	
FOXB2	442425	
IL1F10	84639	
ACVR1C	130399	
GTF2F2	2963	
N4BP2L1	90634	
GFI1	2672	
URGCP	55665	
MEF2A	4205	
NLRC3	197358	
CASP6	839	
TMEM9	252839	
CRCP	27297	
HAO1	54363	
CPA4	51200	
USP48	84196	
NSDHL	50814	
DZIP3	9666	
BTN2A1	11120	
AP2A1	160	
MID1	4281	
CEACAM6	4680	
KMT2C	58508	
ARVCF	421	
SELO	-	
LINC01182	101929071	
GAL3ST3	89792	
PARP8	79668	
HDHD2	84064	
PKP3	11187	
ZNF430	80264	
SESN3	143686	
SLC25A17	10478	
TBC1D16	125058	
ESRRG	2104	
DBN1	1627	
CDH23	64072	
DLX4	1748	
C15orf32	145858	
CMTM1	113540	
TMC1	117531	
CWC27	10283	
PF4	5196	
BRF1	2972	
ZBTB10	65986	
CISD1	55847	
ECEL1	9427	
MLLT3	4300	
LCN12	286256	
CPS1	1373	
CRISP3	10321	
PLCG1	5335	
LOC101929523	101929523	
HDAC7	51564	
PRRX1	5396	
SAMSN1-AS1	100874190	
TMPRSS7	344805	
USP32	84669	
MYT1L	23040	
GKAP1	80318	
VAPB	9217	
SLC18A1	6570	
CCL17	6361	
AKR1D1	6718	
CEP104	9731	
LINC01509	101928720	
QTRT1	81890	
NCAM1	4684	
CA14	23632	
G6PD	2539	
C10orf53	282966	
ZXDA	7789	
LRP6	4040	
GAD1	2571	
TNRC6B	23112	
LINC01304	100505964	
GRIN2B	2904	
SUSD4	55061	
F13A1	2162	
SPARCL1	8404	
LOC285857	-	
CCDC148	130940	
DGKD	8527	
PCBP4	57060	
GTF2E2	2961	
DHX38	9785	
LOC105374008	-	
CASP4	837	
SGSM2	9905	
PAPSS2	9060	
CLTC	1213	
MAGEB6	158809	
MYO1H	283446	
DMP1	1758	
AGBL4-IT1	100874313	
PPM1B	5495	
LAMB3	3914	
GIT2	9815	
TMEM231	79583	
CRTC1	23373	
COPS5	10987	
TGFBR3L	100507588	
LOC105378967	105378967	
LRRN3	54674	
CYP4F3	4051	
EPX	8288	
RWDD2B	10069	
MYOM2	9172	
IRS1	3667	
CCT3	7203	
TBX2	6909	
ZHX2	22882	
PRR16	51334	
SUGP2	10147	
COQ5	84274	
MAP3K14	9020	
WSCD1	23302	
PRICKLE2	166336	
PCDHA1	56147	
TPSG1	25823	
MAX	4149	
VPS13A	23230	
MICALL2	79778	
PCM1	5108	
SLC50A1	55974	
FUT4	2526	
LHX9	56956	
DDX50	79009	
DTWD1	56986	
LYPD5	284348	
SMARCD3	6604	
DLX1	1745	
ARMCX3	51566	
FOXN4	121643	
SPDYA	245711	
HEATR5B	54497	
PCDHB9	56127	
GAB1	2549	
EHHADH	1962	
KCNQ2	3785	
NDUFC1	4717	
ZNF182	7569	
TERT	7015	
RPL39	6170	
LOC100130268	100130268	
PIGV	55650	
AKR7A2P1	246182	
LOC101927166	101927166	
PIM2	11040	
SGTB	54557	
MBTD1	54799	
ATP4B	496	
MFSD14A	64645	
LOC286178	286178	
KCNA2	3737	
DDB1	1642	
MAGI2	9863	
GSDMA	284110	
FOXN2	3344	
MED19	219541	
AHSA1	10598	
F9	2158	
SCRN3	79634	
NAA10	8260	
GGA2	23062	
KCNA1	3736	
C2orf82	-	
ARID1A	8289	
SPATC1	375686	
ZC2HC1A	51101	
AGBL1	123624	
B3GNT9	84752	
CCL26	10344	
SYF2	25949	
RUNX3	864	
HCG4B	80868	
PDZRN4	29951	
HSPG2	3339	
ATXN2L	11273	
FOXR1	283150	
SNHG8	100093630	
SNORD16	595097	
STK40	83931	
KLF7	8609	
ST5	-	
OR51F2	119694	
LDB3	11155	
KRTAP22-2	100288287	
GIN1	54826	
FANCL	55120	
TGFB1	7040	
ANKMY1	51281	
KCNS3	3790	
FN1	2335	
PRSS55	203074	
C11orf53	341032	
UMOD	7369	
IGLL1	3543	
NOTUM	147111	
CCDC106	29903	
RFX4	5992	
ORC5	5001	
LOC389834	389834	
SAMD5	389432	
CRYBA4	1413	
RASA3	22821	
SSX7	280658	
DKK4	27121	
C1orf87	127795	
WNT3	7473	
IZUMO4	113177	
SIRPB2	284759	
WNT5B	81029	
ETFA	2108	
NELFA	7469	
KRTAP4-11	653240	
RPL29	6159	
RRP12	23223	
TCAIM	285343	
TRAT1	50852	
BORCS6	54785	
TMTC4	84899	
LOC286068	-	
DNMT3B	1789	
CSF2RA	1438	
NSUN7	79730	
RBM46	166863	
PPP3CB	5532	
EIF3J	8669	
CDKN2B	1030	
RARA	5914	
NBPF10	100132406	
SEPN1	-	
GJC3	349149	
ZNF782	158431	
CCDC81	60494	
DGCR8	54487	
MATK	4145	
RNF208	727800	
CEP85L	387119	
HSD3B7	80270	
ERCC3	2071	
CDC42	998	
HARS	3035	
PKD1	5310	
C7orf34	135927	
VCY	9084	
MAGEB16	139604	
GATAD2B	57459	
SERF1A	8293	
ABCC6	368	
OR8J3	81168	
KNOP1	400506	
TMEM173	340061	
TUSC3	7991	
TFAP2B	7021	
RPS24	6229	
NONO	4841	
MRPS10	55173	
LCE3C	353144	
YTHDC1	91746	
IQSEC2	23096	
RNF121	55298	
GALNT14	79623	
SLURP1	57152	
RANBP2	5903	
FOXJ2	55810	
MYOG	4656	
IGSF1	3547	
AMMECR1L	83607	
LOC105371809	-	
TIA1	7072	
ARHGEF7	8874	
SOX21	11166	
FIP1L1	81608	
CD300C	10871	
TRAPPC13	80006	
BRCC3	79184	
C16orf97	388276	
TOP1MT	116447	
BZW1	9689	
HMGCLL1	54511	
TP53BP2	7159	
SP8	221833	
ZNF417	147687	
GCSH	2653	
TSHR	7253	
ZNF439	90594	
